,nx,ny,J,h,energy,mx,mx_s,mz,max_chi,rel_energy_delta,rel_entropy_delta,mixer,energy_per_site,type
0,6,6,-1.0,0.0,-59.999999999999915,-0.9999999999999988,3.0839528461809902e-18,3.149641223782549e-16,500,1e-08,1e-05,True,-1.6666666666666643,mps
1,6,6,-1.0,0.1,-60.05667171142768,0.9994748786232776,0.0,-0.03148708591876126,500,1e-08,1e-05,True,-1.6682408808729912,mps
2,6,6,-1.0,0.2,-60.22674730921781,0.9978943470738287,2.7755575615628914e-17,-0.06300773713036029,500,1e-08,1e-05,True,-1.672965203033828,mps
3,6,6,-1.0,0.30000000000000004,-60.510407632811166,-0.995242848420901,-7.709882115452476e-17,-0.09459521308064803,500,1e-08,1e-05,True,-1.6808446564669768,mps
4,6,6,-1.0,0.4,-60.90795225073888,-0.9914942678124904,-1.1719020815487764e-16,-0.12628216495258254,500,1e-08,1e-05,True,-1.6918875625205245,mps
5,6,6,-1.0,0.5,-61.41979673466983,-0.9866116372831638,1.881211236170404e-16,-0.15810033875700877,500,1e-08,1e-05,True,-1.7061054648519398,mps
6,6,6,-1.0,0.6000000000000001,-62.046468874805726,0.9805466921844125,-2.559680862330222e-16,-0.190080283928075,500,1e-08,1e-05,True,-1.723513024300159,mps
7,6,6,-1.0,0.7000000000000001,-62.7886038536221,-0.9732392484291492,2.4671622769447924e-16,-0.22225106564159336,500,1e-08,1e-05,True,-1.744127884822836,mps
8,6,6,-1.0,0.8,-63.64693838719426,0.9646163580861611,2.898915675410131e-16,-0.2546399786236815,500,1e-08,1e-05,True,-1.7679705107553962,mps
9,6,6,-1.0,0.9,-64.62230383749731,0.9545911838899284,-1.1719020815487764e-16,-0.2872722618119583,500,1e-08,1e-05,True,-1.7950639954860366,mps
10,6,6,-1.0,1.0,-65.71561830321146,0.943061506825097,-4.656768797733296e-16,-0.32017081722162866,500,1e-08,1e-05,True,-1.8254338417558738,mps
11,6,6,-1.0,1.1,-66.92787771982054,-0.9299077389786117,1.0392921091629937e-15,-0.35335594311431007,500,1e-08,1e-05,True,-1.8591077144394594,mps
12,6,6,-1.0,1.2000000000000002,-68.26014605402072,-0.9149902459519154,8.450030798535913e-16,-0.3868451023651706,500,1e-08,1e-05,True,-1.8961151681672423,mps
13,6,6,-1.0,1.3,-69.71354478288312,-0.8981456271844981,2.463514269123045e-10,-0.42065276499341664,500,1e-08,1e-05,True,-1.9364873550800867,mps
14,6,6,-1.0,1.4000000000000001,-71.28924223118726,0.00019829914375647502,-1.5870520305322173e-13,-0.45479051880713534,500,1e-08,1e-05,True,-1.9802567286440906,mps
15,6,6,-1.0,1.5,-72.98844382268612,0.0012335239983088716,-1.3460099703899318e-12,-0.48926766927077586,500,1e-08,1e-05,True,-2.0274567728523922,mps
16,6,6,-1.0,1.6,-74.81238866278758,0.00046539237917631867,4.6351017849915445e-11,-0.5240944936736233,500,1e-08,1e-05,True,-2.0781219072996553,mps
17,6,6,-1.0,1.7000000000000002,-76.76236945575167,-9.282309105664542e-06,5.201248069771163e-12,-0.5592938047506316,500,1e-08,1e-05,True,-2.132288040437546,mps
18,6,6,-1.0,1.8,-78.83983228764679,1.5100297433467386e-06,-4.035677174256058e-12,-0.5949376925162886,500,1e-08,1e-05,True,-2.189995341323522,mps
19,6,6,-1.0,1.9000000000000001,-81.04669941223041,5.084997973162918e-06,-5.593124973894855e-12,-0.6312406715679751,500,1e-08,1e-05,True,-2.2512972058952894,mps
20,6,6,-1.0,2.0,-83.38616493203368,-1.9683222360249953e-07,8.825102447683904e-12,-0.6687257567659409,500,1e-08,1e-05,True,-2.3162823592231576,mps
21,6,6,-1.0,2.1,-85.8640437905742,1.4589598398231382e-09,-1.8936449344523886e-13,-0.7083085172446737,500,1e-08,1e-05,True,-2.38511232751595,mps
22,6,6,-1.0,2.2,-88.48936424385033,-5.943591225092197e-10,2.093602593338675e-13,-0.7506247305171457,500,1e-08,1e-05,True,-2.458037895662509,mps
23,6,6,-1.0,2.3000000000000003,-91.2698531139508,-1.0191924282246478e-10,1.3051399728530085e-13,-0.7938920146351574,500,1e-08,1e-05,True,-2.5352736976097443,mps
24,6,6,-1.0,2.4000000000000004,-94.20040389903363,6.299262794216466e-12,-2.86217758902998e-14,-0.8330470825647902,500,1e-08,1e-05,True,-2.6166778860842674,mps
25,6,6,-1.0,2.5,-97.25774914311721,1.7707499261149138e-13,-4.1807902582589606e-14,-0.8639988105723861,500,1e-08,1e-05,True,-2.701604142864367,mps
26,6,6,-1.0,2.6,-100.41127540277556,5.3884356147318445e-15,-1.9620875310381844e-14,-0.8867482846478213,500,1e-08,1e-05,True,-2.7892020945215434,mps
27,6,6,-1.0,2.7,-103.63499588601523,5.036857518037502e-14,6.886383953496049e-15,-0.9033695915890791,500,1e-08,1e-05,True,-2.8787498857226455,mps
28,6,6,-1.0,2.8000000000000003,-106.91058802676909,2.0688984534008918e-14,-1.6112421931567053e-15,-0.9158444736386576,500,1e-08,1e-05,True,-2.9697385562991414,mps
29,6,6,-1.0,2.9000000000000004,-110.2257520118273,1.4747768820483573e-14,-1.5634389043658592e-14,-0.9255326231756088,500,1e-08,1e-05,True,-3.0618264447729806,mps
30,6,6,-1.0,3.0,-113.57212251483182,-1.0692740969387289e-14,3.4182548887353264e-15,-0.933293529979693,500,1e-08,1e-05,True,-3.1547811809675506,mps
31,6,6,-1.0,3.1,-116.94381257092266,-5.15311583873069e-16,-5.216373358511208e-15,-0.9396709459166899,500,1e-08,1e-05,True,-3.248439238081185,mps
32,6,6,-1.0,3.2,-120.33652272190346,-4.080953056953393e-15,1.0956607361834248e-14,-0.9450191540941107,500,1e-08,1e-05,True,-3.3426811867195405,mps
33,6,6,-1.0,3.3000000000000003,-123.74700565157097,1.2639673896464123e-14,1.7213003905548697e-15,-0.9495776853657039,500,1e-08,1e-05,True,-3.437416823654749,mps
34,6,6,-1.0,3.4000000000000004,-127.17273776556466,1.0770494606745176e-14,-5.88795296817169e-15,-0.9535144688785822,500,1e-08,1e-05,True,-3.532576049043463,mps
35,6,6,-1.0,3.5,-130.61171091152568,-1.1370713389268182e-14,2.0521442659978955e-15,-0.9569511442817041,500,1e-08,1e-05,True,-3.628103080875713,mps
