,nx,ny,J,h,energy,mx,mx_s,mz,max_chi,rel_energy_delta,rel_entropy_delta,mixer,energy_per_site,type
23,5,5,-1.0,2.3000000000000003,-62.916215872010085,-2.7367256355696946e-14,-6.757706013413922e-16,-0.8359903134262002,500,1e-08,1e-05,True,-2.5166486348804034,mps
24,5,5,-1.0,2.4000000000000004,-65.04257623808046,3.828847499747283e-14,-3.89811648845934e-18,-0.863854240664095,500,1e-08,1e-05,True,-2.601703049523218,mps
25,5,5,-1.0,2.5,-67.22988321043724,-7.276334748355528e-15,3.0953686457131175e-16,-0.8850105320850904,500,1e-08,1e-05,True,-2.6891953284174894,mps
26,5,5,-1.0,2.6,-69.4634243591487,-6.791216890838711e-15,-2.3883669882043276e-16,-0.9011114010539102,500,1e-08,1e-05,True,-2.7785369743659483,mps
27,5,5,-1.0,2.7,-71.73243459701285,1.785054854382251e-15,3.513419683947531e-16,-0.913591556355792,500,1e-08,1e-05,True,-2.869297383880514,mps
28,5,5,-1.0,2.8000000000000003,-74.0292399802104,-8.91693055189424e-15,-1.1196779863192268e-16,-0.9234901300935927,500,1e-08,1e-05,True,-2.961169599208416,mps
29,5,5,-1.0,2.9000000000000004,-76.34833247704276,-4.586593129668735e-15,3.516583188946455e-16,-0.931517894363997,500,1e-08,1e-05,True,-3.0539332990817103,mps
30,5,5,-1.0,3.0,-78.68567686257802,-4.027720872466013e-15,-2.0423045420918399e-16,-0.9381576527427228,500,1e-08,1e-05,True,-3.147427074503121,mps
31,5,5,-1.0,3.1,-81.03824394507974,7.796457178566295e-15,1.0355671129639407e-16,-0.9437420536110475,500,1e-08,1e-05,True,-3.24152975780319,mps
32,5,5,-1.0,3.2,-83.4037047414902,-1.1263341347395774e-15,-1.4797429705989484e-17,-0.9485054614817457,500,1e-08,1e-05,True,-3.336148189659608,mps
33,5,5,-1.0,3.3000000000000003,-85.78022928576011,-5.067358684002014e-16,-1.5571350912116202e-16,-0.9526170671326804,500,1e-08,1e-05,True,-3.4312091714304045,mps
34,5,5,-1.0,3.4000000000000004,-88.16635196385074,-3.471248347915444e-15,1.0362605636145795e-15,-0.9562019353535044,500,1e-08,1e-05,True,-3.5266540785540297,mps
35,5,5,-1.0,3.5,-90.56087934621657,8.963160979175283e-15,1.0077758720872014e-15,-0.9593545522956923,500,1e-08,1e-05,True,-3.622435173848663,mps
36,5,5,-1.0,3.6,-92.96282561204097,-7.419362071686195e-16,-1.2404381095048492e-16,-0.9621477163801692,500,1e-08,1e-05,True,-3.718513024481639,mps
37,5,5,-1.0,3.7,-95.37136626583965,-3.883602580191298e-15,1.0413116356282836e-16,-0.9646385027093359,500,1e-08,1e-05,True,-3.814854650633586,mps
38,5,5,-1.0,3.8000000000000003,-97.78580425406881,1.9900340305999317e-15,6.018899566912845e-16,-0.9668723541998075,500,1e-08,1e-05,True,-3.9114321701627524,mps
39,5,5,-1.0,3.9000000000000004,-100.20554467396498,6.064603142972924e-15,-3.4944553498077606e-16,-0.968885948554742,500,1e-08,1e-05,True,-4.008221786958599,mps
40,5,5,-1.0,4.0,-102.63007556170572,-1.9108948290758006e-15,-1.5388709031035007e-17,-0.9707092481770352,500,1e-08,1e-05,True,-4.1052030224682285,mps
41,5,5,-1.0,4.1000000000000005,-105.05895306627238,-1.1542599530110526e-15,-5.826102288428512e-16,-0.9723669933809621,500,1e-08,1e-05,True,-4.202358122650895,mps
42,5,5,-1.0,4.2,-107.49178984433482,2.8515684871975552e-15,-2.199270799516594e-16,-0.9738798087868321,500,1e-08,1e-05,True,-4.299671593773393,mps
43,5,5,-1.0,4.3,-109.92824585975062,-2.022887297935039e-15,2.260091800221812e-16,-0.9752650359575932,500,1e-08,1e-05,True,-4.397129834390025,mps
44,5,5,-1.0,4.4,-112.36802100518949,-1.119841229225806e-15,-1.473662097523784e-15,-0.9765373689575574,500,1e-08,1e-05,True,-4.49472084020758,mps
45,5,5,-1.0,4.5,-114.8108491233389,3.2269195105590603e-15,4.931308211438046e-16,-0.9777093457808083,500,1e-08,1e-05,True,-4.592433964933556,mps
46,5,5,-1.0,4.6000000000000005,-117.25649311651289,-1.5434508383747942e-15,6.79114357040033e-16,-0.9787917328293847,500,1e-08,1e-05,True,-4.690259724660516,mps
47,5,5,-1.0,4.7,-119.70474091225677,2.4879247832268067e-15,6.825422406709579e-16,-0.9797938289626069,500,1e-08,1e-05,True,-4.78818963649027,mps
48,5,5,-1.0,4.800000000000001,-122.15540210913913,1.5246217336518203e-15,-5.016292262326288e-16,-0.9807237083138236,500,1e-08,1e-05,True,-4.886216084365565,mps
49,5,5,-1.0,4.9,-124.60830516814414,-5.200072318562194e-16,1.306101354470492e-16,-0.9815884159584676,500,1e-08,1e-05,True,-4.984332206725766,mps
50,5,5,-1.0,5.0,-127.0632950454873,-2.4794743070006874e-15,-4.476769344010381e-16,-0.9823941268971381,500,1e-08,1e-05,True,-5.082531801819492,mps
