,nx,ny,J,h,energy,degree,mx,mx_s,mz,energy_per_site,type
0,6,6,-1.0,0.0,-59.999999994,2,-0.9999999999000001,-3.2893604055220433e-31,-1.8988102233654825e-16,-1.6666666665,mbr
1,6,6,-1.0,0.1,-60.05666899388208,2,0.0007114359744152005,-1.9769355294460177e-18,-0.031482588603874255,-1.6682408053856133,mbr
2,6,6,-1.0,0.2,-60.22658122671844,2,6.752494555716361e-06,-6.7862227110157e-18,-0.062872058817453,-1.6729605896310678,mbr
3,6,6,-1.0,0.30000000000000004,-60.50865093763307,2,7.890365826461501e-07,-2.9475419647923254e-17,-0.09366276390567695,-1.6807958593786965,mbr
4,6,6,-1.0,0.4,-60.89905465300172,2,1.0899649469702992e-07,6.0308472182588456e-18,-0.12286633065069515,-1.6916404070278255,mbr
5,6,6,-1.0,0.5,-61.39001967772529,2,1.560979424832806e-08,-3.2354560276178e-17,-0.14935811383593342,-1.7052783243812581,mbr
6,6,6,-1.0,0.6000000000000001,-61.970202721576754,2,3.459551495106866e-08,-4.0487403659008967e-17,-0.1723445070147844,-1.7213945200437988,mbr
7,6,6,-1.0,0.7000000000000001,-62.62638801954357,2,-3.627199381183021e-09,3.996847221003864e-18,-0.19158692581161257,-1.7396218894317659,mbr
8,6,6,-1.0,0.8,-63.34540239743173,2,7.008748941818059e-09,9.742417802078719e-18,-0.20731565888031972,-1.7595945110397702,mbr
9,6,6,-1.0,0.9,-64.11541915421951,2,-2.1876905237823174e-09,2.6161065826250307e-17,-0.2200114728448408,-1.7809838653949863,mbr
10,6,6,-1.0,1.0,-64.92650070041162,2,-1.3806801639069884e-09,4.07136610841601e-17,-0.23021873311573632,-1.8035139083447673,mbr
11,6,6,-1.0,1.1,-65.77061494090542,2,2.962583761932289e-10,4.414045000836977e-17,-0.23844058698200754,-1.8269615261362615,mbr
12,6,6,-1.0,1.2000000000000002,-66.64140062509661,2,8.496801300643807e-10,5.387866089569993e-17,-0.24509930676514663,-1.8511500173637947,mbr
13,6,6,-1.0,1.3,-67.53386198834573,2,5.618838739830945e-10,4.921008712030634e-18,-0.2505322378101066,-1.8759406107873815,mbr
14,6,6,-1.0,1.4000000000000001,-68.44407984873233,2,-1.5903535326794686e-10,1.879014688012624e-17,-0.2550024390961416,-1.9012244402425647,mbr
15,6,6,-1.0,1.5,-69.36897001423806,2,4.720373741824808e-10,-2.6849284583044578e-18,-0.25871317419250217,-1.926915833728835,mbr
16,6,6,-1.0,1.6,-70.3060936869369,2,9.469869394572575e-11,2.3520221152278868e-17,-0.2618219825060904,-1.9529470468593584,mbr
17,6,6,-1.0,1.7000000000000002,-71.25351759870448,2,-8.32727229742516e-11,-1.041852200988602e-17,-0.2644548928836338,-1.979264377741791,mbr
