,nx,ny,J,h,energy,degree,mx,mx_s,mz,energy_per_site,type
0,5,5,1.0,0.0,-39.99999999600001,1,-0.039999999996,-0.9999999999,7.027297807392132e-16,-1.5999999998400003,mbr
1,5,5,1.0,0.1,-40.04095577929245,1,6.059321136368031e-08,1.5185202435361985e-06,-0.0325326979915471,-1.6016382311716981,mbr
2,5,5,1.0,0.2,-40.16048840892266,1,6.297818436027377e-09,1.5885134638668087e-07,-0.06248977734622618,-1.6064195363569065,mbr
3,5,5,1.0,0.30000000000000004,-40.34985417402628,1,6.479247088096869e-10,1.6482786771169282e-08,-0.08822820406957083,-1.6139941669610511,mbr
4,5,5,1.0,0.4,-40.597704456322646,1,3.574476421521935e-11,9.17233142788184e-10,-0.1092844909731506,-1.623908178252906,mbr
5,5,5,1.0,0.5,-40.892668398793546,1,8.75356456821517e-11,2.263188806688155e-09,-0.12602188602285577,-1.6357067359517419,mbr
6,5,5,1.0,0.6000000000000001,-41.224811728022914,1,3.226032986766115e-11,8.389911773183804e-10,-0.13915723538610486,-1.6489924691209166,mbr
7,5,5,1.0,0.7000000000000001,-41.58608544448325,1,1.712341796288878e-11,4.4720753123109684e-10,-0.14944587454551045,-1.66344341777933,mbr
8,5,5,1.0,0.8,-41.970218386832656,1,-4.935631672397026e-12,-1.292602893688496e-10,-0.1575426200168162,-1.6788087354733063,mbr
9,5,5,1.0,0.9,-42.37240916774457,1,9.939033003349447e-12,2.6071309350964807e-10,-0.16396797059154314,-1.694896366709783,mbr
10,5,5,1.0,1.0,-42.788999345887724,1,1.0049626026430514e-11,2.6380834519333265e-10,-0.1691193617394708,-1.711559973835509,mbr
11,5,5,1.0,1.1,-43.21719529780524,1,-7.11204448643204e-13,-1.867124097906477e-11,-0.17329547438511317,-1.7286878119122095,mbr
12,5,5,1.0,1.2000000000000002,-43.654852347518556,1,1.720657581542783e-12,4.5155870068011626e-11,-0.17672056498893624,-1.7461940939007423,mbr
13,5,5,1.0,1.3,-44.10031537646555,1,4.1514240411019787e-13,1.0887392070000616e-11,-0.17956515994242225,-1.7640126150586222,mbr
14,5,5,1.0,1.4000000000000001,-44.552307053812726,1,3.441508698063417e-12,9.017478499120796e-11,-0.18196384663525,-1.782092282152509,mbr
15,5,5,1.0,1.5,-45.0098612095597,1,1.2749544032795305e-12,3.33717566498825e-11,-0.1840349619690665,-1.8003944483823882,mbr
16,5,5,1.0,1.6,-45.472324331801154,1,-2.5558948019559393e-14,-6.685705240667938e-13,-0.18592165262853905,-1.8188929732720462,mbr
17,5,5,1.0,1.7000000000000002,-45.93958509582194,1,1.8975940262723367e-13,4.955956100000063e-12,-0.18798151502337587,-1.8375834038328775,mbr
18,5,5,1.0,1.8,-46.414220949627385,1,1.067076081860402e-13,2.784257974440801e-12,-0.19311689501279103,-1.8565688379850953,mbr
19,5,5,1.0,1.9000000000000001,-47.50167347155205,1,3.830397024029912e-16,-1.227089451484297e-14,-0.997890463843002,-1.900066938862082,mbr
20,5,5,1.0,2.0,-50.000422717377525,1,-2.1418214237170264e-16,-4.717088518738491e-15,-0.9998805074030881,-2.000016908695101,mbr
21,5,5,1.0,2.1,-52.50025186330098,1,-4.9289263500036115e-17,-1.3042707544592785e-15,-0.9999607193780602,-2.1000100745320394,mbr
22,5,5,1.0,2.2,-55.000182584148625,1,-3.578514299082724e-16,-8.990755574589422e-16,-0.9999803908050986,-2.200007303365945,mbr
23,5,5,1.0,2.3000000000000003,-57.50014450962301,1,-4.057879933898446e-19,1.6355649018541103e-15,-0.9999881487180068,-2.3000057803849203,mbr
24,5,5,1.0,2.4000000000000004,-60.00012019832722,1,1.2608413043603834e-16,2.386582775136535e-15,-0.9999920104115712,-2.4000048079330885,mbr
25,5,5,1.0,2.5,-62.50010321794561,1,-9.072510103184464e-17,9.607657060936878e-16,-0.9999942207747806,-2.5000041287178245,mbr
26,5,5,1.0,2.6,-65.00009062884716,1,4.244540085280793e-17,1.0926021899010674e-15,-0.9999956095689205,-2.6000036251538865,mbr
27,5,5,1.0,2.7,-67.50008089033491,1,6.28912764750565e-17,-1.9005171752961886e-15,-0.9999965422643168,-2.7000032356133965,mbr
28,5,5,1.0,2.8000000000000003,-70.00007311376248,1,-3.1295321022628086e-16,-1.2490400404117026e-15,-0.9999972007074899,-2.8000029245504994,mbr
29,5,5,1.0,2.9000000000000004,-72.50006674891858,1,-3.6050220008473016e-16,-1.6091924482310614e-15,-0.9999976839089736,-2.900002669956743,mbr
30,5,5,1.0,3.0,-75.00006143601118,1,5.136817555376148e-16,2.3614182357695216e-16,-0.9999980496516159,-3.000002457440447,mbr
31,5,5,1.0,3.1,-77.50005692932692,1,1.8974043055274416e-16,-3.624769389470402e-15,-0.999998333569667,-3.100002277173077,mbr
32,5,5,1.0,3.2,-80.0000530550296,1,-6.070628959397655e-16,1.1836412454543874e-15,-0.9999985586473901,-3.200002122201184,mbr
33,5,5,1.0,3.3000000000000003,-82.50004968648248,1,-8.9566186006493e-16,-1.1797771535243122e-15,-0.9999987402722882,-3.300001987459299,mbr
34,5,5,1.0,3.4000000000000004,-85.00004672912343,1,-1.7942138387479934e-16,-1.086382577100376e-15,-0.9999988890745296,-3.400001869164937,mbr
