,nx,ny,J,h,energy,mx,mx_s,mz,max_chi,rel_energy_delta,rel_entropy_delta,mixer,energy_per_site,type
0,6,6,1.0,0.0,-59.99999999999994,-6.1679056923619804e-18,-0.9999999999999992,-3.565005370441302e-17,500,1e-08,1e-05,True,-1.6666666666666652,mps
1,6,6,1.0,0.1,-60.05667171142773,-4.0091387000352874e-17,-0.9994748786232793,-0.031487085918762404,500,1e-08,1e-05,True,-1.6682408808729925,mps
2,6,6,1.0,0.2,-60.22674730921808,-5.551115123125783e-17,0.9978943470738341,-0.06300773713036023,500,1e-08,1e-05,True,-1.6729652030338356,mps
3,6,6,1.0,0.30000000000000004,-60.510407632811045,1.1410625530869663e-16,0.9952428484208995,-0.0945952130806503,500,1e-08,1e-05,True,-1.6808446564669735,mps
4,6,6,1.0,0.4,-60.907952250738695,-6.167905692361981e-17,-0.9914942678124878,-0.12628216495258318,500,1e-08,1e-05,True,-1.6918875625205194,mps
5,6,6,1.0,0.5,-61.419796734669916,1.2027416100105862e-16,0.986611637283164,-0.15810033875701043,500,1e-08,1e-05,True,-1.706105464851942,mps
6,6,6,1.0,0.6000000000000001,-62.04646887480562,-1.2335811384723961e-17,-0.9805466921844084,-0.19008028392807372,500,1e-08,1e-05,True,-1.7235130243001562,mps
7,6,6,1.0,0.7000000000000001,-62.78860385362215,-4.163336342344337e-16,0.9732392484291488,-0.22225106564159322,500,1e-08,1e-05,True,-1.7441278848228374,mps
8,6,6,1.0,0.8,-63.646938387194155,-2.1587669923266933e-17,0.9646163580861599,-0.2546399786236815,500,1e-08,1e-05,True,-1.7679705107553931,mps
9,6,6,1.0,0.9,-64.62230383749745,6.47630097698008e-17,-0.954591183889932,-0.287272261811958,500,1e-08,1e-05,True,-1.7950639954860403,mps
10,6,6,1.0,1.0,-65.71561830321154,3.515706244646329e-16,-0.943061506825098,-0.3201708172216267,500,1e-08,1e-05,True,-1.8254338417558762,mps
11,6,6,1.0,1.1,-66.92787771982046,-7.648203058528857e-16,0.9299077389786148,-0.3533559431143092,500,1e-08,1e-05,True,-1.8591077144394572,mps
12,6,6,1.0,1.2000000000000002,-68.26014605402061,2.528841333868412e-16,0.9149902459519148,-0.38684510236517194,500,1e-08,1e-05,True,-1.8961151681672392,mps
13,6,6,1.0,1.3,-69.71354478287915,-4.65595771813475e-12,0.8981456685595393,-0.4206527655724189,500,1e-08,1e-05,True,-1.9364873550799766,mps
14,6,6,1.0,1.4000000000000001,-71.28924223118702,-1.883478837484976e-13,0.0002062375980446817,-0.4547905188071424,500,1e-08,1e-05,True,-1.9802567286440838,mps
15,6,6,1.0,1.5,-72.98844382268804,6.741946248240566e-12,-0.0006887581910207462,-0.4892676692738763,500,1e-08,1e-05,True,-2.0274567728524455,mps
16,6,6,1.0,1.6,-74.81238866278974,-1.0067067678322156e-11,0.00013877961077156137,-0.5240944936745127,500,1e-08,1e-05,True,-2.0781219072997152,mps
17,6,6,1.0,1.7000000000000002,-76.76236945575197,-5.290639281613354e-12,9.813778576298453e-06,-0.5592938047506506,500,1e-08,1e-05,True,-2.1322880404375546,mps
18,6,6,1.0,1.8,-78.8398322876462,-2.1649874889418503e-12,7.835617848795037e-07,-0.5949376925166926,500,1e-08,1e-05,True,-2.1899953413235056,mps
19,6,6,1.0,1.9000000000000001,-81.04669941223067,3.095026148042602e-12,-2.539896487048998e-07,-0.6312406715689767,500,1e-08,1e-05,True,-2.2512972058952965,mps
20,6,6,1.0,2.0,-83.38616493203415,1.7391788234136703e-12,-4.6813515634260844e-08,-0.6687257567673598,500,1e-08,1e-05,True,-2.316282359223171,mps
21,6,6,1.0,2.1,-85.86404379057439,-3.917526421367566e-13,2.856756865701864e-09,-0.7083085172458119,500,1e-08,1e-05,True,-2.385112327515955,mps
22,6,6,1.0,2.2,-88.48936424385055,-2.007188542174867e-13,5.524475045269416e-10,-0.7506247305173315,500,1e-08,1e-05,True,-2.4580378956625153,mps
23,6,6,1.0,2.3000000000000003,-91.26985311395131,-7.270136695569651e-14,6.683110561541396e-11,-0.7938920146351306,500,1e-08,1e-05,True,-2.5352736976097585,mps
24,6,6,1.0,2.4000000000000004,-94.20040389903313,1.4423514812243246e-14,-1.1076266507019696e-11,-0.8330470825647828,500,1e-08,1e-05,True,-2.6166778860842537,mps
25,6,6,1.0,2.5,-97.25774914311697,-1.5566829752247547e-15,-6.036305795410954e-15,-0.863998810572385,500,1e-08,1e-05,True,-2.70160414286436,mps
26,6,6,1.0,2.6,-100.41127540277435,-1.96202667186319e-15,-2.8359470833173446e-13,-0.8867482846478186,500,1e-08,1e-05,True,-2.7892020945215097,mps
27,6,6,1.0,2.7,-103.6349958860165,2.6491208266891143e-15,-3.459224187010924e-14,-0.9033695915890928,500,1e-08,1e-05,True,-2.8787498857226805,mps
28,6,6,1.0,2.8000000000000003,-106.91058802676861,4.515634601409155e-15,9.632995908021468e-15,-0.9158444736386472,500,1e-08,1e-05,True,-2.969738556299128,mps
29,6,6,1.0,2.9000000000000004,-110.22575201182794,1.0046068456140304e-14,-5.514586430154273e-14,-0.9255326231756066,500,1e-08,1e-05,True,-3.0618264447729984,mps
30,6,6,1.0,3.0,-113.57212251483215,-8.86769723973885e-15,-4.190183886840361e-15,-0.9332935299796914,500,1e-08,1e-05,True,-3.1547811809675594,mps
