,nx,ny,J,h,energy,degree,mx,mx_s,mz,energy_per_site,type
0,4,4,-1.0,0.0,-23.999999997600003,3,-0.9999999998999997,-3.1658143061572293e-29,-1.907997187540061e-16,-1.4999999998500002,mbr
1,4,4,-1.0,0.1,-24.028336170417447,3,0.00014025612728290514,2.684946196767625e-18,-0.035423762498340394,-1.5017710106510904,mbr
2,4,4,-1.0,0.2,-24.11337860513869,3,-3.3475796495440257e-07,-3.801101875162405e-17,-0.07088975793856657,-1.507086162821168,mbr
3,4,4,-1.0,0.30000000000000004,-24.255226953101065,3,-5.054539491399186e-09,-2.3345956986504466e-17,-0.10643706993774042,-1.5159516845688166,mbr
4,4,4,-1.0,0.4,-24.454035886981643,3,-2.0079370763556137e-10,5.4854831132262016e-17,-0.14209357922285903,-1.5283772429363527,mbr
5,4,4,-1.0,0.5,-24.70998768314724,3,-1.790202768218104e-10,5.0025986705906923e-17,-0.1778638404532515,-1.5443742301967025,mbr
6,4,4,-1.0,0.6000000000000001,-25.023246341965017,3,-1.2811916210000344e-10,5.854534090259129e-18,-0.21371954955204608,-1.5639528963728135,mbr
7,4,4,-1.0,0.7000000000000001,-25.393904286635973,3,-1.5037711932099107e-12,1.827567567352738e-17,-0.2496010716083277,-1.5871190179147483,mbr
8,4,4,-1.0,0.8,-25.82194400707176,3,1.923213185732776e-12,-7.488771942773545e-17,-0.28543481630232637,-1.613871500441985,mbr
9,4,4,-1.0,0.9,-26.30723870446691,3,-1.8499465860710726e-13,-2.867045914929172e-17,-0.3211633397304788,-1.644202419029182,mbr
10,4,4,-1.0,1.0,-26.849604073203782,3,-1.1597131247024572e-12,6.052868965267524e-17,-0.3567767066265018,-1.6781002545752364,mbr
11,4,4,-1.0,1.1,-27.448890632739165,3,-5.856491721758966e-13,4.9526618393453415e-17,-0.3923290529581038,-1.7155556645461978,mbr
12,4,4,-1.0,1.2000000000000002,-28.10508040244932,3,2.429951096152564e-13,1.743837498438929e-17,-0.4279253127665578,-1.7565675251530826,mbr
13,4,4,-1.0,1.3,-28.818331899493685,3,-3.6731412165464723e-13,6.906782903425055e-17,-0.4636691555014452,-1.8011457437183553,mbr
14,4,4,-1.0,1.4000000000000001,-29.588911310668013,3,3.5923363060041264e-14,-1.4035665899716064e-16,-0.499574453885548,-1.8493069569167508,mbr
15,4,4,-1.0,1.5,-30.416965313693034,3,-7.906280376129285e-14,-9.343375616425231e-17,-0.5354614020501721,-1.9010603321058146,mbr
16,4,4,-1.0,1.6,-31.30214426748293,3,5.730527232152209e-14,4.963878956334389e-18,-0.5708827698943719,-1.9563840167176831,mbr
17,4,4,-1.0,1.7000000000000002,-32.24317048646283,3,-1.8604024848178615e-14,6.662387972147805e-17,-0.605137750099551,-2.015198155403927,mbr
18,4,4,-1.0,1.8,-33.237521593417966,3,1.8170694367244118e-13,-3.7286267637484674e-17,-0.6374014310088947,-2.077345099588623,mbr
19,4,4,-1.0,1.9000000000000001,-34.28138987205913,3,-2.5583878344679593e-12,5.798233076822172e-17,-0.666926808303537,-2.1425868670036956,mbr
20,4,4,-1.0,2.0,-35.488279887361514,3,2.3683345859334732e-14,3.3028965511901187e-19,-0.7842921921766458,-2.2180174929600946,mbr
21,4,4,-1.0,2.1,-36.78186244074227,3,-7.359697569249525e-14,1.8514824313120803e-17,-0.8307712659268992,-2.298866402546392,mbr
22,4,4,-1.0,2.2,-38.14055150914508,3,-1.3764139656834314e-14,-1.1687387018865219e-17,-0.8657554386476062,-2.3837844693215673,mbr
23,4,4,-1.0,2.3000000000000003,-39.54706465665115,3,2.8097011702464726e-15,-7.258093070089725e-18,-0.8909846493689485,-2.471691541040697,mbr
24,4,4,-1.0,2.4000000000000004,-40.987931919381694,3,-2.793397538528393e-15,-4.7506290183703965e-17,-0.909125522620072,-2.561745744961356,mbr
25,4,4,-1.0,2.5,-42.45369186976763,3,6.3077874938535346e-15,4.09716017243147e-17,-0.922415732445735,-2.653355741860477,mbr
26,4,4,-1.0,2.6,-43.93792021767289,3,5.102821632261301e-15,5.910428398035634e-17,-0.9324217617028999,-2.7461200136045556,mbr
27,4,4,-1.0,2.7,-45.43624634881964,3,7.776834683663322e-16,-1.7687684363830853e-17,-0.9401750765564452,-2.8397653968012273,mbr
