,nx,ny,J,h,energy,degree,mx,mx_s,mz,energy_per_site,type
0,6,6,-1.0,0.0,-59.999999994000014,3,-0.9999999999000002,-3.7145403629165216e-31,-3.253465836503981e-16,-1.6666666665000003,mbr
1,6,6,-1.0,0.1,-60.05667169562352,3,0.008802204061260012,1.409240848715233e-18,-0.03148706421112981,-1.6682408804339868,mbr
2,6,6,-1.0,0.2,-60.22674488980705,3,1.7944092898586728e-05,7.13692392740483e-18,-0.0630050902387813,-1.6729651358279736,mbr
3,6,6,-1.0,0.30000000000000004,-60.510349672154874,3,3.7291877745117844e-07,-8.745828072879433e-18,-0.09455355028877743,-1.6808430464487465,mbr
4,6,6,-1.0,0.4,-60.90742458145619,3,-4.2513246524732296e-08,6.072717892649272e-17,-0.12600467761816855,-1.6918729050404497,mbr
5,6,6,-1.0,0.5,-61.41701086402662,3,2.753310033934597e-08,-3.996946844342638e-17,-0.156967276963615,-1.706028079556295,mbr
6,6,6,-1.0,0.6000000000000001,-62.03616085256472,3,1.684789160232604e-09,6.617368207025592e-17,-0.18673320745263436,-1.72322669034902,mbr
7,6,6,-1.0,0.7000000000000001,-62.75898798364799,3,-3.713371482036147e-10,-6.696532335562746e-17,-0.21441803123976444,-1.7433052217679998,mbr
8,6,6,-1.0,0.8,-63.57652788062208,3,3.833238363731065e-10,6.475045284341168e-17,-0.2392462570605605,-1.7660146633506133,mbr
9,6,6,-1.0,0.9,-64.47760104162411,3,-1.7433833324822468e-10,2.0605519069404144e-17,-0.26078842078276343,-1.7910444733784476,mbr
10,6,6,-1.0,1.0,-65.45021159134315,3,-8.759361191363399e-11,7.10353402554446e-17,-0.27901313837296826,-1.8180614330928653,mbr
11,6,6,-1.0,1.1,-66.48282568682752,3,1.9440275620854526e-13,-1.1000047024378799e-17,-0.2941843287830652,-1.8467451579674312,mbr
12,6,6,-1.0,1.2000000000000002,-67.56516779483522,3,-1.7450553700931346e-11,-6.485391946461692e-17,-0.30671393132104036,-1.8768102165232006,mbr
13,6,6,-1.0,1.3,-68.68853152863517,3,1.2551606130581576e-11,5.0192448467062154e-17,-0.31704697200026144,-1.9080147646843102,mbr
14,6,6,-1.0,1.4000000000000001,-69.84576992276098,3,-3.105548548599821e-11,-7.894570424729742e-19,-0.32559808687953196,-1.9401602756322494,mbr
15,6,6,-1.0,1.5,-71.03113549984772,3,-1.8781719575527512e-11,6.339111854563548e-17,-0.33272897321421707,-1.9730870972179924,mbr
16,6,6,-1.0,1.6,-72.24009197237405,3,-1.4443308189769733e-11,-1.320896554943875e-16,-0.33875375770759275,-2.0066692214548345,mbr
17,6,6,-1.0,1.7000000000000002,-73.46919583381967,3,-2.7795224529077883e-12,-1.840951325328676e-17,-0.34397598814461994,-2.0408109953838798,mbr
18,6,6,-1.0,1.8,-74.71626670379867,3,-3.575098681687762e-12,1.0176519708001239e-16,-0.3488463923912702,-2.075451852883296,mbr
19,6,6,-1.0,1.9000000000000001,-75.98246949908213,3,-2.1958906296090037e-12,-1.0423714783815132e-17,-0.35540253402867633,-2.1106241527522815,mbr
20,6,6,-1.0,2.0,-77.37521058612103,3,8.000144437954066e-14,-1.3457866356810883e-17,-0.5661312184991897,-2.1493114051700286,mbr
21,6,6,-1.0,2.1,-80.58458377867136,3,2.2882713438218793e-14,-8.578088041485121e-18,-0.9644910319800883,-2.238460660518649,mbr
22,6,6,-1.0,2.2,-84.05974521332817,3,-6.223432208394656e-16,-2.466682489646762e-17,-0.9660636613599148,-2.3349929225924493,mbr
23,6,6,-1.0,2.3000000000000003,-87.53998949901445,3,3.917272759787609e-15,-1.1351901325929955e-17,-0.9673881979020209,-2.4316663749726235,mbr
24,6,6,-1.0,2.4000000000000004,-91.02484801464827,3,1.6107340995489894e-15,-1.1462659415572877e-17,-0.9686337196279072,-2.5284680004068965,mbr
25,6,6,-1.0,2.5,-94.514082817164,3,5.7500598831335735e-15,2.085645310756473e-17,-0.9698210225254991,-2.6253911893656667,mbr
26,6,6,-1.0,2.6,-98.00749693835184,3,5.583058502710482e-15,-1.9485869599240474e-17,-0.9709562133176945,-2.722430470509773,mbr
27,6,6,-1.0,2.7,-101.50490873586587,3,6.37550241980844e-15,1.6485721376367093e-17,-0.9720423651223746,-2.8195807982184964,mbr
28,6,6,-1.0,2.8000000000000003,-105.00614577324608,3,-2.817379967775069e-15,-2.912658299268763e-17,-0.9730816797288505,-2.9168373825901686,mbr
29,6,6,-1.0,2.9000000000000004,-108.51104290938574,3,-1.9351747935094662e-16,-1.2681004183103352e-17,-0.9740760569276051,-3.014195636371826,mbr
30,6,6,-1.0,3.0,-112.01944159532742,3,-1.0417981761097155e-15,-1.8712814193551498e-17,-0.9750272758432466,-3.1116511554257618,mbr
