,nx,ny,J,h,energy,mx,mx_s,mz,max_chi,rel_energy_delta,rel_entropy_delta,mixer,energy_per_site,type
0,5,5,1.0,0.0,-39.999999999999986,0.039999999999999994,0.9999999999999996,5.39160629448487e-16,500,1e-08,1e-05,True,-1.5999999999999994,mps
1,5,5,1.0,0.1,-40.0412538771951,-0.03987657850114487,-0.9994203277138497,-0.03300620225927495,500,1e-08,1e-05,True,-1.6016501550878042,mps
2,5,5,1.0,0.2,-40.165061960004444,0.03950857989230321,0.9976752360863509,-0.06604952797088257,500,1e-08,1e-05,True,-1.6066024784001778,mps
3,5,5,1.0,0.30000000000000004,-40.37156303999627,-0.03890273141843236,-0.9947464448729008,-0.0991666514421007,500,1e-08,1e-05,True,-1.6148625215998507,mps
4,5,5,1.0,0.4,-40.66098657100191,0.03807001356938753,0.9906032946215655,-0.13239335537845287,500,1e-08,1e-05,True,-1.6264394628400762,mps
5,5,5,1.0,0.5,-41.03364990122432,-0.03702532300047405,-0.985202436436702,-0.16576410292713503,500,1e-08,1e-05,True,-1.641345996048973,mps
6,5,5,1.0,0.6000000000000001,-41.48995446321222,-0.03578701901653887,-0.9784873510412424,-0.19931163360853812,500,1e-08,1e-05,True,-1.6595981785284888,mps
7,5,5,1.0,0.7000000000000001,-42.03038099436781,0.034376367910362506,0.9703876433284115,-0.23306659358305243,500,1e-08,1e-05,True,-1.6812152397747124,mps
8,5,5,1.0,0.8,-42.65548388696867,-0.03281689986259721,-0.9608180333713507,-0.26705721069472244,500,1e-08,1e-05,True,-1.7062193554787468,mps
9,5,5,1.0,0.9,-43.36588479237233,0.031133693556583516,0.9496769311447208,-0.30130902456481035,500,1e-08,1e-05,True,-1.7346353916948931,mps
10,5,5,1.0,1.0,-44.16226566032891,-1.6824519216851537e-07,-5.369866469486332e-06,-0.3358447112832836,500,1e-08,1e-05,True,-1.7664906264131566,mps
11,5,5,1.0,1.1,-45.04536147337013,1.04220492681587e-05,0.000349491857532664,-0.37068406007388005,500,1e-08,1e-05,True,-1.801814458934805,mps
